-927.95478517,1581.68874629
-928.15477416,1581.69088827
-928.35476324,1581.69301884
-928.55475250,1581.69512659
-928.75474203,1581.69720010
-928.95473191,1581.69922797
-929.15472225,1581.70119878
-929.35471313,1581.70310112
-929.55470464,1581.70492359
-929.75469687,1581.70665476
-929.95468992,1581.70828324
-930.15468385,1581.70979927
-930.35467862,1581.71120716
-930.55467415,1581.71251812
-930.75467033,1581.71374345
-930.95466707,1581.71489444
-931.15466428,1581.71598237
-931.35466184,1581.71701853
-931.55465967,1581.71801421
-931.75465767,1581.71898069
-931.95465575,1581.71992926
-932.15465380,1581.72087103
-932.35465177,1581.72181317
-932.55464967,1581.72275890
-932.75464747,1581.72371129
-932.95464518,1581.72467340
-933.15464277,1581.72564830
-933.35464026,1581.72663906
-933.55463762,1581.72764873
-933.75463486,1581.72868039
-933.95463196,1581.72973710
-934.15462891,1581.73082192
-934.35462572,1581.73193636
-934.55462241,1581.73307688
-934.75461899,1581.73423895
-934.95461550,1581.73541800
-935.15461196,1581.73660948
-935.35460838,1581.73780885
-935.55460480,1581.73901156
-935.75460123,1581.74021306
-935.95459771,1581.74140879
-936.15459425,1581.74259420
-936.35459088,1581.74376517
-936.55458759,1581.74492193
-936.75458437,1581.74606740
-936.95458118,1581.74720453
-937.15457801,1581.74833628
-937.35457485,1581.74946559
-937.55457166,1581.75059541
-937.75456842,1581.75172869
-937.95456513,1581.75286838
-938.15456175,1581.75401744
-938.35455827,1581.75517880
-938.55455467,1581.75635415
-938.75455099,1581.75754087
-938.95454727,1581.75873546
-939.15454353,1581.75993439
-939.35453982,1581.76113417
-939.55453618,1581.76233128
-939.75453264,1581.76352222
-939.95452925,1581.76470348
-940.15452603,1581.76587154
-940.35452303,1581.76702290
-940.55452028,1581.76815378
-940.75451779,1581.76925550
-940.95451556,1581.77031528
-941.15451357,1581.77132019
-941.35451181,1581.77225730
-941.55451027,1581.77311368
-941.75450893,1581.77387641
-941.95450780,1581.77453255
-942.15450684,1581.77506918
-942.35450607,1581.77547338
-942.55450546,1581.77573234
-942.75450499,1581.77584486
-942.95450466,1581.77582977
-943.15450445,1581.77570791
-943.35450433,1581.77550012
-943.55450429,1581.77522725
-943.75450431,1581.77491013
-943.95450437,1581.77456959
-944.15450446,1581.77422650
-944.35450456,1581.77390167
-944.55450464,1581.77361592
-944.75450471,1581.77338230
-944.95450475,1581.77319716
-945.15450477,1581.77305464
-945.35450477,1581.77294891
-945.55450475,1581.77287411
-945.75450472,1581.77282440
-945.95450467,1581.77279394
-946.15450461,1581.77277688
-946.35450454,1581.77276738
-946.55450446,1581.77275958
-946.75450438,1581.77274758
-946.95450428,1581.77272423
-947.15450418,1581.77268142
-947.35450408,1581.77261098
-947.55450398,1581.77250475
-947.75450388,1581.77235455
-947.95450377,1581.77215225
-948.15450367,1581.77188966
-948.35450358,1581.77155863
-948.55450349,1581.77115100
-948.75450341,1581.77065860
-948.95450330,1581.77007286
-949.15450299,1581.76938386
-949.35450228,1581.76858138
-949.55450097,1581.76765522
-949.75449888,1581.76659518
-949.95449579,1581.76539105
-950.15449152,1581.76403263
-950.35448587,1581.76250972
-950.55447864,1581.76081210
-950.75446963,1581.75892958
-950.95445867,1581.75685306
-951.15444568,1581.75458547
-951.35443069,1581.75213704
-951.55441372,1581.74951810
-951.75439479,1581.74673898
-951.95437392,1581.74381003
-952.15435112,1581.74074157
-952.35432643,1581.73754395
-952.55429985,1581.73422749
-952.75427141,1581.73080253
-952.95424113,1581.72727958
-953.15420922,1581.72367490
-953.35417610,1581.72001170
-953.55414220,1581.71631364
-953.75410795,1581.71260434
-953.95407378,1581.70890746
-954.15404014,1581.70524662
-954.35400745,1581.70164547
-954.55397615,1581.69812764
-954.75394667,1581.69471678
-954.95391944,1581.69143640
-955.15389468,1581.68830033
-955.35387227,1581.68530630
-955.55385204,1581.68245046
-955.75383383,1581.67972901
-955.95381749,1581.67713812
-956.15380285,1581.67467397
-956.35378975,1581.67233273
-956.55377803,1581.67011058
-956.75376753,1581.66800370
-956.95375809,1581.66600827
-957.15374959,1581.66412121
-957.35374197,1581.66234072
-957.55373519,1581.66066518
-957.75372920,1581.65909292
-957.95372394,1581.65762231
-958.15371938,1581.65625170
-958.35371546,1581.65497945
-958.55371214,1581.65380391
-958.75370938,1581.65272343
-958.95370711,1581.65173638
