x,y
-107.23508209,78.17102967
-107.43501051,78.16568040
-107.63493733,78.16026672
-107.83487442,78.15525663
-108.03481967,78.15057348
-108.23476173,78.14576062
-108.43469635,78.14064487
-108.63462757,78.13539637
-108.83456487,78.13039289
-109.03451332,78.12585146
-109.23446413,78.12141764
-109.43441082,78.11679919
-109.63435704,78.11215786
-109.83430821,78.10774073
-110.03426165,78.10342543
-110.23421389,78.09905471
-110.43416749,78.09474668
-110.63412449,78.09059713
-110.83408136,78.08644434
-111.03402651,78.08176648
-111.23396677,78.07687327
-111.43390382,78.07185634
-111.63384142,78.06686075
-111.83378301,78.06202725
-112.03372631,78.05726529
-112.23366939,78.05249374
-112.43361556,78.04785622
-112.63356622,78.04341133
-112.83351777,78.03901008
-113.03347358,78.03480539
-113.23342930,78.03059763
-113.43338194,78.02624550
-113.63333340,78.02183928
-113.83328286,78.01734369
-114.03323654,78.01303631
-114.23320012,78.00921444
-114.43315772,78.00511551
-114.63310045,78.00032055
-114.83304537,77.99563047
-115.03300143,77.99144100
-115.23295911,77.98733171
-115.43291072,77.98292820
-115.63286357,77.97858619
-115.83281527,77.97419114
-116.03277387,77.97012250
-116.23273437,77.96614881
-116.43269383,77.96211469
-116.63264406,77.95765682
-116.83260403,77.95365539
-117.03257563,77.95026411
-117.23254218,77.94662493
-117.43250311,77.94266417
-117.63245184,77.93815279
-117.83239663,77.93344334
-118.03234291,77.92881311
-118.23228735,77.92410365
-118.43223649,77.91959031
-118.63219103,77.91532369
-118.83213826,77.91073331
-119.03208829,77.90626193
-119.23204165,77.90194290
-119.43199886,77.89780695
-119.63195923,77.89382490
-119.83191784,77.88975606
-120.03187694,77.88571277
-120.23184102,77.88191295
-120.43179450,77.87761024
-120.63173586,77.87276696
-120.83167684,77.86790863
-121.03161971,77.86312886
-121.23156557,77.85847328
-121.43150745,77.85365562
-121.63144807,77.84878231
-121.83140599,77.84467728
-122.03134762,77.83985268
-122.23127973,77.83463764
-122.43122352,77.82990236
-122.63116425,77.82503712
-122.83111343,77.82052621
-123.03105834,77.81583370
-123.23098833,77.81053512
-123.43087381,77.80376950
-123.63078660,77.79792806
-123.83070238,77.79212466
-124.03060780,77.78597329
-124.23052214,77.78012256
-124.43043387,77.77418822
-124.63032367,77.76754917
-124.83021583,77.76098421
-125.03011129,77.75451844
-125.22996311,77.74681970
-125.42981994,77.73928252
-125.62969123,77.73213982
-125.82948855,77.72313100
-126.02925429,77.71345696
-126.22900410,77.70346362
-126.42869172,77.69228188
-126.62838162,77.68117219
-126.82793022,77.66772466
-127.02754016,77.65525470
-127.22709483,77.64192169
-127.42644996,77.62587514
-127.62577463,77.60945466
-127.82481963,77.58994339
-128.02382216,77.56999563
-128.22272268,77.54905379
-128.42155303,77.52746240
-128.62022647,77.50445302
-128.81862696,77.47921715
-129.01682594,77.45243966
-129.21469813,77.42334632
-129.41245627,77.39347938
-129.60992928,77.36179863
-129.80710460,77.32830643
-130.00392706,77.29279563
-130.20026449,77.25470112
-130.39613444,77.21426833
-130.59144133,77.17120155
-130.78620343,77.12572802
-130.98086786,77.07984320
-131.17480063,77.03096324
-131.36802318,76.97933772
-131.56058955,76.92532192
-131.75192442,76.86709735
-131.94228575,76.80576057
-132.13133847,76.74050321
-132.31884188,76.67091857
-132.50535548,76.59872418
-132.69081818,76.52386834
-132.87592255,76.44813387
-133.05944445,76.36864516
-133.24115821,76.28509868
-133.42059518,76.19677669
-133.59833307,76.10507568
-133.77397626,76.00942921
-133.94749564,75.90998188
-134.11884247,75.80683761
-134.28725216,75.69895858
-134.45370368,75.58807718
-134.61875117,75.47513613
-134.78082879,75.35796344
-134.94081654,75.23794822
-135.09753015,75.11369282
-135.25143142,74.98596966
-135.40173104,74.85402344
-135.54926188,74.71899073
-135.69364377,74.58059893
-135.83492772,74.43903771
-135.97271339,74.29407303
-136.10982957,74.14847779
-136.24352805,73.99972990
-136.37315538,73.84743098
-136.49983794,73.69267232
-136.62231913,73.53456079
-136.74181502,73.37418768
-136.85701404,73.21069776
-136.96904851,73.04502272
-137.07692137,72.87660824
-137.18062382,72.70559871
-137.28203615,72.53321391
-137.38118126,72.35952650
-137.47595366,72.18340690
-137.56708764,72.00537864
-137.65358395,71.82504937
-137.73702024,71.64328452
-137.81650499,71.45975805
-137.89231851,71.27468323
-137.96454376,71.08818607
-138.03285844,70.90021474
-138.09825614,70.71120922
-138.16195539,70.52162398
-138.22282314,70.33111255
-138.28087073,70.13972600
-138.33519514,69.94723971
-138.38609822,69.75382894
-138.43534976,69.55998436
-138.48104083,69.36527705
-138.52496608,69.17016022
-138.56609135,68.97443654
-138.60464200,68.77818774
-138.64109248,68.58153703
-138.67615902,68.38463713
-138.70912064,68.18737027
-138.73987428,67.98975076
-138.76895535,67.79187543
-138.79561274,67.59366119
-138.82092161,67.39526888
-138.84465352,67.19668029
-138.86723015,66.99796008
-138.88775094,66.79901562
-138.90706015,66.59994958
-138.92483546,66.40074130
-138.94205773,66.20148335
-138.95763254,66.00209154
-138.97209854,65.80261533
-138.98558825,65.60307124
-138.99804885,65.40345956
-139.00956693,65.20379160
-139.02056304,65.00409427
-139.03070765,64.80435162
-139.04050907,64.60459191
-139.04986784,64.40481097
-139.05861194,64.20500228
-139.06708047,64.00518163
-139.07528175,63.80534989
-139.08300035,63.60549888
-139.09027932,63.40563141
-139.09689094,63.20574078
-139.10306082,63.00583597
-139.10934876,62.80593480
-139.11514553,62.60601920
-139.12028004,62.40608490
-139.12539628,62.20615036
-139.13017622,62.00620749
-139.13486292,61.80626238
-139.13904964,61.60630629
-139.14267794,61.40633915
-139.14605105,61.20636772
-139.14929586,61.00639400
-139.15160233,60.80640747
-139.15340766,60.60641556
-139.15457207,60.40641880
-139.15577062,60.20642247
-139.15676276,60.00642495
-139.15714248,59.80642533
-139.15764885,59.60642588
-139.15795504,59.40642660
-139.15889707,59.20642818
-139.15836033,59.00642957
-139.15698529,58.80643430
-139.15715641,58.60643407
-139.15635511,58.40643767
-139.15464472,58.20644497
-139.15321281,58.00645033
-139.15042801,57.80646946
-139.14726321,57.60649444
-139.14451647,57.40651346
-139.14195178,57.20652987
-139.13946330,57.00654551
-139.13786417,56.80655175
-139.13511125,56.60657075
-139.13159832,56.40660124
-139.12916514,56.20661642
-139.12635469,56.00663627
-139.12108554,55.80670508
-139.11646130,55.60676018
-139.11214200,55.40680626
-139.10658677,55.20688322
-139.10130664,55.00695310
-139.09642568,54.80701261
-139.09115684,54.60708216
-139.08549722,54.40716208
-139.08004771,54.20723647
-139.07478960,54.00730555
-139.06919425,53.80738388
-139.06359430,53.60746237
-139.05823143,53.40753425
-139.05265891,53.20761197
-139.04482480,53.00776413
-139.03545332,52.80798383
-139.02662437,52.60817848
-139.01792820,52.40836742
-139.00873127,52.20857933
-138.99953099,52.00879124
-138.99046980,51.80899659
-138.98154798,51.60919562
-138.97249240,51.40940088
-138.96306226,51.20962328
-138.95387118,51.00983459
-138.94465549,50.81004710
-138.93552543,50.61025518
-138.92589402,50.41048758
-138.91640928,50.21071186
-138.90854263,50.01086755
-138.90110486,49.81100557
-138.89359669,49.61114659
-138.88625241,49.41128144
-138.87877900,49.21142107
-138.87068348,49.01158517
-138.86232222,48.81175981
-138.85431376,48.61192029
-138.84636729,48.41207814
-138.83816292,48.21224657
-138.82971127,48.01242503
-138.82143635,47.81259622
-138.81413578,47.61272975
-138.80667733,47.41286892
-138.79891467,47.21302004
-138.79079968,47.01318236
-138.78320044,46.81332739
-138.77760401,46.61340641
-138.77204038,46.41348401
-138.76543604,46.21359320
-138.75870526,46.01370599
-138.75268087,45.81379696
-138.74693736,45.61387935
-138.74112281,45.41396394
-138.73523961,45.21405048
-138.72917699,45.01414240
-138.72301338,44.81423740
-138.71693988,44.61432961
-138.71055142,44.41443173
-138.70406015,44.21453693
-138.69799327,44.01462913
-138.69224050,43.81471179
-138.68610591,43.61480588
-138.68005312,43.41489741
-138.67457546,43.21497255
-138.66950605,43.01503677
-138.66436196,42.81510293
-138.65895195,42.61517610
-138.65325762,42.41525715
-138.64734532,42.21534451
-138.64140042,42.01543289
-138.63559226,41.81551725
-138.62967125,41.61560491
-138.62380816,41.41569091
-138.61792978,41.21577728
-138.61207846,41.01586291
-138.60673564,40.81593426
-138.60120866,40.61601055
-138.59528606,40.41609824
-138.58940686,40.21618477
-138.58411600,40.01625456
-138.57893050,39.81632172
-138.57309197,39.61640726
-138.56702813,39.41649901
-138.56177685,39.21656813
-138.55730901,39.01661801
-138.55288804,38.81666681
-138.54815416,38.61672283
-138.54311513,38.41678633
-138.53801742,38.21685129
-138.53301589,38.01691377
-138.52837272,37.81696762
-138.52392573,37.61701688
-138.51893577,37.41707934
-138.51443982,37.21712993
-138.51006289,37.01717757
-138.50546007,36.81723058
-138.50089220,36.61728276
-138.49622841,36.41733715
-138.49156383,36.21739156
-138.48694849,36.01744482
-138.48218103,35.81750166
-138.47705878,35.61756711
-138.47303060,35.41760844
-138.46981882,35.21763288
-138.46678290,35.01765593
-138.46405888,34.81767471
-138.46127368,34.61769410
-138.45833219,34.41771571
-138.45538210,34.21773747
-138.45249747,34.01775825
-138.44958904,33.81777946
-138.44650823,33.61780332
-138.44308622,33.41783207
-138.43955183,33.21786251
-138.43692343,33.01788059
-138.43449934,32.81789504
-138.43144435,32.61791838
-138.42791042,32.41794961
-138.42436090,32.21798105
-138.42123791,32.01800546
-138.41860195,31.81802254
-138.41616299,31.61803713
-138.41321689,31.41805932
-138.40970943,31.21808987
-138.40634838,31.01811822
-138.40331299,30.81814128
-138.40034121,30.61816326
-138.39722293,30.41818757
-138.39399553,30.21821362
-138.39065463,30.01824143
-138.38747799,29.81826673
-138.38458084,29.61828771
-138.38141864,29.41831271
-138.37821665,29.21833833
-138.37507834,29.01836296
-138.37196237,28.81838724
-138.36883935,28.61841163
-138.36580178,28.41843463
-138.36269551,28.21845877
-138.35929893,28.01848768
-138.35588615,27.81851672
-138.35272891,27.61854162
-138.34987085,27.41856204
-138.34707977,27.21858150
-138.34400817,27.01860510
-138.34049453,26.81863597
-138.33665415,26.61867283
-138.33273308,26.41871128
-138.32894446,26.21874712
-138.32515215,26.01878306
-138.32101575,25.81882589
-138.31667786,25.61887291
-138.31242404,25.41891819
-138.30839912,25.21895868
-138.30446141,25.01899745
-138.30038451,24.81903903
-138.29621815,24.61908240
-138.29205955,24.41912562
-138.28785626,24.21916980
-138.28354454,24.01921628
-138.27931571,23.81926104
-138.27524769,23.61930241
-138.27122660,23.41934268
-138.26709558,23.21938529
-138.26267269,23.01943434
-138.25798416,22.81948927
-138.25334705,22.61954302
-138.24881812,22.41959418
-138.24449946,22.21964084
-138.24059335,22.01967902
-138.23688139,21.81971344
-138.23300144,21.61975112
-138.22903867,21.41979035
-138.22507578,21.21982966
-138.22079603,21.01987541
-138.21641456,20.81992334
-138.21203014,20.61997142
-138.20765525,20.42001929
-138.20350635,20.22006233
-138.19931830,20.02010618
-138.19497194,19.82015339
-138.19072888,19.62019844
-138.18668272,19.42023937
-138.18264336,19.22028014
-138.17852716,19.02032251
-138.17436898,18.82036573
-138.17024080,18.62040834
-138.16628817,18.42044740
-138.16229578,18.22048725
-138.15793333,18.02053492
-138.15321644,17.82059049
-138.14855780,17.62064473
-138.14396361,17.42069749
-138.13942410,17.22074900
-138.13509784,17.02079579
-138.13069305,16.82084436
-138.12612353,16.62089655
-138.12174925,16.42094439
-138.11743133,16.22099099
-138.11307942,16.02103834
-138.10870974,15.82108608
-138.10418650,15.62113725
-138.09955569,15.42119084
-138.09495145,15.22124386
-138.09046737,15.02129413
-138.08605790,14.82134264
-138.08183544,14.62138722
-138.07785673,14.42142685
-138.07369805,14.22147016
-138.06961909,14.02151135
-138.06551885,13.82155306
-138.06083937,13.62160835
-138.05547742,13.42168005
-138.04993976,13.22175677
-138.04434935,13.02183493
-138.03876742,12.82191283
-138.03303029,12.62199495
-138.02727248,12.42207778
-138.02218902,12.22214272
-138.01727145,12.02220308
-138.01226099,11.82226587
-138.00730441,11.62232727
-138.00211407,11.42239467
-137.99666358,11.22246893
-137.99131261,11.02254056
-137.98616860,10.82260667
-137.98089977,10.62267614
-137.97537682,10.42275239
-137.96997791,10.22282528
-137.96492442,10.02288916
-137.96012134,9.82294673
-137.95536043,9.62300337
-137.95035634,9.42306604
-137.94494033,9.22313942
-137.93935767,9.02321728
-137.93379800,8.82329456
-137.92811323,8.62337539
-137.92204086,8.42346766
-137.91583263,8.22356397
