-91.33481474,401.82726052
-91.27988417,401.63492710
-91.22503610,401.44257187
-91.17035305,401.25017306
-91.11591753,401.05770887
-91.06181204,400.86515750
-91.00811910,400.67249716
-90.95492120,400.47970605
-90.90230087,400.28676238
-90.85034060,400.09364437
-90.79912291,399.90033020
-90.74871681,399.70680176
-90.69909817,399.51306621
-90.65020354,399.31914140
-90.60196936,399.12504521
-90.55433204,398.93079552
-90.50722802,398.73641021
-90.46059372,398.54190717
-90.41436556,398.34730426
-90.36847998,398.15261939
-90.32287338,397.95787042
-90.27748339,397.76307483
-90.23226543,397.56824394
-90.18718860,397.37338433
-90.14222236,397.17850248
-90.09733617,396.98360484
-90.05249948,396.78869789
-90.00768175,396.59378808
-89.96285245,396.39888190
-89.91798102,396.20398580
-89.87303693,396.00910626
-89.82799012,395.81424962
-89.78283125,395.61941776
-89.73757934,395.42460638
-89.69225547,395.22981072
-89.64688068,395.03502606
-89.60147605,394.84024764
-89.55606264,394.64547072
-89.51066151,394.45069057
-89.46529373,394.25590244
-89.41998035,394.06110158
-89.37474244,393.86628326
-89.32959800,393.67144343
-89.28455454,393.47658045
-89.23961738,393.28169317
-89.19479180,393.08678046
-89.15008310,392.89184117
-89.10549659,392.69687417
-89.06103756,392.50187832
-89.01671131,392.30685247
-88.97252313,392.11179550
-88.92847833,391.91670625
-88.88458137,391.72158377
-88.84082770,391.52642911
-88.79720722,391.33124452
-88.75370976,391.13603230
-88.71032515,390.94079472
-88.66704322,390.74553407
-88.62385379,390.55025263
-88.58074669,390.35495267
-88.53771175,390.15963650
-88.49473880,389.96430638
-88.45181788,389.76896455
-88.40895041,389.57361082
-88.36615419,389.37824148
-88.32344828,389.18285256
-88.28085176,388.98744007
-88.23838371,388.79200004
-88.19606321,388.59652849
-88.15390933,388.40102144
-88.11194114,388.20547491
-88.07017772,388.00988492
-88.02863816,387.81424750
-87.98733573,387.61855989
-87.94625515,387.42282537
-87.90537228,387.22704907
-87.86466301,387.03123613
-87.82410322,386.83539171
-87.78366877,386.63952093
-87.74333555,386.44362894
-87.70307944,386.24772089
-87.66287630,386.05180190
-87.62270202,385.85587712
-87.58253454,385.65995126
-87.54236678,385.46402577
-87.50219833,385.26810070
-87.46202878,385.07217609
-87.42185773,384.87625197
-87.38168480,384.68032839
-87.34150957,384.48440537
-87.30133165,384.28848296
-87.26115064,384.09256119
-87.22096614,383.89664009
-87.18077771,383.70071972
-87.14058316,383.50480050
-87.10037805,383.30888337
-87.06015781,383.11296927
-87.01991784,382.91705919
-86.97965355,382.72115406
-86.93936038,382.52525487
-86.89903372,382.32936255
-86.85866900,382.13347809
-86.81826163,381.93760243
-86.77780703,381.74173654
-86.73730080,381.54588135
-86.69674032,381.35003739
-86.65612395,381.15420502
-86.61545004,380.95838460
-86.57471694,380.76257648
-86.53392301,380.56678100
-86.49306661,380.37099852
-86.45214608,380.17522938
-86.41115978,379.97947394
-86.37010608,379.78373255
-86.32898326,379.58800557
-86.28778790,379.39229377
-86.24651444,379.19659839
-86.20515723,379.00092070
-86.16371059,378.80526198
-86.12216887,378.60962350
-86.08052640,378.41400655
-86.03877753,378.21841238
-85.99691657,378.02284228
-85.95493788,377.82729753
-85.91283580,377.63177939
-85.87060977,377.43628801
-85.82827148,377.24082090
-85.78583442,377.04537513
-85.74331211,376.84994779
-85.70071803,376.65453598
-85.65806569,376.45913677
-85.61536858,376.26374727
-85.57264021,376.06836455
-85.52989408,375.87298570
-85.48714368,375.67760782
-85.44440154,375.48222820
-85.40167210,375.28684588
-85.35895572,375.09146076
-85.31625277,374.89607276
-85.27356361,374.70068179
-85.23088859,374.50528777
-85.18822806,374.30989060
-85.14558239,374.11449020
-85.10295192,373.91908647
-85.06033701,373.72367935
-85.01773803,373.52826872
-84.97515586,373.33285441
-84.93259273,373.13743592
-84.89005109,372.94201274
-84.84753335,372.74658434
-84.80504196,372.55115021
-84.76257934,372.35570984
-84.72014793,372.16026269
-84.67775015,371.96480824
-84.63538845,371.76934599
-84.59306524,371.57387540
-84.55078294,371.37839597
-84.50854256,371.18290748
-84.46634332,370.98741010
-84.42418430,370.79190405
-84.38206457,370.59638951
-84.33998321,370.40086670
-84.29793931,370.20533583
-84.25593194,370.00979708
-84.21396018,369.81425068
-84.17202312,369.61869682
-84.13011983,369.42313571
-84.08824963,369.22756749
-84.04641406,369.03199186
-84.00461590,368.83640824
-83.96285793,368.64081604
-83.92114294,368.44521469
-83.87947372,368.24960360
-83.83785304,368.05398220
-83.79628371,367.85834991
-83.75476849,367.66270614
-83.71331017,367.46705033
-83.67191122,367.27138194
-83.63056891,367.07570159
-83.58927636,366.88001070
-83.54802660,366.68431077
-83.50681266,366.48860328
-83.46562754,366.29288970
-83.42446428,366.09717152
-83.38331590,365.90145021
-83.34217540,365.70572726
-83.30103582,365.51000414
-83.25989020,365.31428233
-83.21873362,365.11856287
-83.17756501,364.92284597
-83.13638372,364.72713174
-83.09518912,364.53142031
-83.05398055,364.33571180
-83.01275737,364.14000634
-82.97151892,363.94430403
-82.93026457,363.74860500
-82.88899366,363.55290938
-82.84770556,363.35721728
-82.80639874,363.16152902
-82.76506525,362.96584631
-82.72369412,362.77017154
-82.68227442,362.57450708
-82.64079517,362.37885533
-82.59924543,362.18321865
-82.55761424,361.98759943
-82.51589063,361.79200004
-82.47406366,361.59642288
-82.43212236,361.40087031
